shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
RUTA_ESC_VAL,9.30823,-70.62889,534
RUTA_ESC_VAL,9.30825,-70.62886,535
RUTA_ESC_VAL,9.30827,-70.62884,536
RUTA_ESC_VAL,9.30829,-70.62881,537
RUTA_ESC_VAL,9.30831,-70.62879,538
RUTA_ESC_VAL,9.30834,-70.62876,539
RUTA_ESC_VAL,9.30843,-70.62866,540
RUTA_ESC_VAL,9.3085,-70.62858,541
RUTA_ESC_VAL,9.30855,-70.62852,542
RUTA_ESC_VAL,9.30857,-70.62851,543
RUTA_ESC_VAL,9.30864,-70.62843,544
RUTA_ESC_VAL,9.30871,-70.62835,545
RUTA_ESC_VAL,9.30878,-70.62827,546
RUTA_ESC_VAL,9.30885,-70.6282,547
RUTA_ESC_VAL,9.30892,-70.62812,548
RUTA_ESC_VAL,9.30899,-70.62805,549
RUTA_ESC_VAL,9.30904,-70.628,550
RUTA_ESC_VAL,9.30906,-70.62797,551
RUTA_ESC_VAL,9.30914,-70.6279,552
RUTA_ESC_VAL,9.30921,-70.62782,553
RUTA_ESC_VAL,9.30927,-70.62776,554
RUTA_ESC_VAL,9.30928,-70.62775,555
RUTA_ESC_VAL,9.30935,-70.62767,556
RUTA_ESC_VAL,9.30943,-70.6276,557
RUTA_ESC_VAL,9.3095,-70.62752,558
RUTA_ESC_VAL,9.30957,-70.62745,559
RUTA_ESC_VAL,9.30966,-70.6274,560
RUTA_ESC_VAL,9.30975,-70.62735,561
RUTA_ESC_VAL,9.30985,-70.62731,562
RUTA_ESC_VAL,9.30994,-70.62727,563
RUTA_ESC_VAL,9.31,-70.62725,564
RUTA_ESC_VAL,9.31004,-70.62723,565
RUTA_ESC_VAL,9.31014,-70.6272,566
RUTA_ESC_VAL,9.31017,-70.62718,567
RUTA_ESC_VAL,9.31023,-70.62716,568
RUTA_ESC_VAL,9.31033,-70.62713,569
RUTA_ESC_VAL,9.31043,-70.62709,570
RUTA_ESC_VAL,9.31052,-70.62705,571
RUTA_ESC_VAL,9.31062,-70.62702,572
RUTA_ESC_VAL,9.31069,-70.62699,573
RUTA_ESC_VAL,9.31072,-70.62698,574
RUTA_ESC_VAL,9.31082,-70.62695,575
RUTA_ESC_VAL,9.31085,-70.62694,576
RUTA_ESC_VAL,9.31091,-70.62691,577
RUTA_ESC_VAL,9.31101,-70.62688,578
RUTA_ESC_VAL,9.31103,-70.62687,579
RUTA_ESC_VAL,9.31111,-70.62684,580
RUTA_ESC_VAL,9.3112,-70.62681,581
RUTA_ESC_VAL,9.3113,-70.62677,582
RUTA_ESC_VAL,9.31135,-70.62675,583
RUTA_ESC_VAL,9.31137,-70.62675,584
RUTA_ESC_VAL,9.3114,-70.62673,585
RUTA_ESC_VAL,9.3115,-70.6267,586
RUTA_ESC_VAL,9.31152,-70.62669,587
RUTA_ESC_VAL,9.31154,-70.62668,588
RUTA_ESC_VAL,9.31159,-70.62666,589
RUTA_ESC_VAL,9.31169,-70.62663,590
RUTA_ESC_VAL,9.31171,-70.62662,591
RUTA_ESC_VAL,9.31179,-70.62659,592
RUTA_ESC_VAL,9.31188,-70.62656,593
RUTA_ESC_VAL,9.31198,-70.62652,594
RUTA_ESC_VAL,9.31208,-70.62649,595
RUTA_ESC_VAL,9.31218,-70.62645,596
RUTA_ESC_VAL,9.31227,-70.62641,597
RUTA_ESC_VAL,9.3123,-70.6264,598
RUTA_ESC_VAL,9.31236,-70.62637,599
RUTA_ESC_VAL,9.31245,-70.62631,600
RUTA_ESC_VAL,9.31254,-70.62626,601
RUTA_ESC_VAL,9.3126,-70.6262,602
RUTA_ESC_VAL,9.31262,-70.62619,603
RUTA_ESC_VAL,9.31269,-70.62612,604
RUTA_ESC_VAL,9.31273,-70.62608,605
RUTA_ESC_VAL,9.31277,-70.62605,606
RUTA_ESC_VAL,9.31284,-70.62598,607
RUTA_ESC_VAL,9.31286,-70.62596,608
RUTA_ESC_VAL,9.31292,-70.6259,609
RUTA_ESC_VAL,9.313,-70.62583,610
RUTA_ESC_VAL,9.31307,-70.62576,611
RUTA_ESC_VAL,9.31315,-70.6257,612
RUTA_ESC_VAL,9.31324,-70.62564,613
RUTA_ESC_VAL,9.31325,-70.62564,614
RUTA_ESC_VAL,9.31327,-70.62563,615
RUTA_ESC_VAL,9.31333,-70.62559,616
RUTA_ESC_VAL,9.31342,-70.62554,617
RUTA_ESC_VAL,9.3135,-70.62549,618
RUTA_ESC_VAL,9.31351,-70.62548,619
RUTA_ESC_VAL,9.31359,-70.62545,620
RUTA_ESC_VAL,9.3136,-70.62545,621
RUTA_ESC_VAL,9.3137,-70.62541,622
RUTA_ESC_VAL,9.31379,-70.62537,623
RUTA_ESC_VAL,9.31389,-70.62533,624
RUTA_ESC_VAL,9.31399,-70.62529,625
RUTA_ESC_VAL,9.31408,-70.62526,626
RUTA_ESC_VAL,9.31418,-70.62523,627
RUTA_ESC_VAL,9.31428,-70.6252,628
RUTA_ESC_VAL,9.31438,-70.62514,629
RUTA_ESC_VAL,9.3144,-70.62512,630
RUTA_ESC_VAL,9.31502,-70.62475,631
RUTA_ESC_VAL,9.31511,-70.62466,632
RUTA_ESC_VAL,9.31517,-70.62462,633
RUTA_ESC_VAL,9.31522,-70.6246,634
RUTA_ESC_VAL,9.31526,-70.62459,635
RUTA_ESC_VAL,9.31532,-70.62459,636
RUTA_ESC_VAL,9.31575,-70.6246,637
RUTA_ESC_VAL,9.31613,-70.62461,638
RUTA_ESC_VAL,9.3165,-70.62462,639
RUTA_ESC_VAL,9.31665,-70.62461,640
RUTA_ESC_VAL,9.31679,-70.62461,641
RUTA_ESC_VAL,9.31712,-70.62461,642
RUTA_ESC_VAL,9.31785,-70.62461,643
RUTA_ESC_VAL,9.31793,-70.62461,644
RUTA_ESC_VAL,9.31852,-70.62463,645
RUTA_ESC_VAL,9.31881,-70.62462,646
RUTA_ESC_VAL,9.31895,-70.62461,647
RUTA_ESC_VAL,9.31896,-70.62461,648
RUTA_ESC_VAL,9.31912,-70.62456,649
RUTA_ESC_VAL,9.31924,-70.62449,650
RUTA_ESC_VAL,9.31932,-70.62444,651
RUTA_ESC_VAL,9.31941,-70.62436,652
RUTA_ESC_VAL,9.31946,-70.6243,653
RUTA_ESC_VAL,9.31952,-70.62419,654
RUTA_ESC_VAL,9.31954,-70.62409,655
RUTA_ESC_VAL,9.31956,-70.62395,656
RUTA_ESC_VAL,9.31956,-70.62388,657
RUTA_ESC_VAL,9.31952,-70.62364,658
RUTA_ESC_VAL,9.31951,-70.62361,659
RUTA_ESC_VAL,9.31934,-70.62339,660
RUTA_ESC_VAL,9.3193,-70.62335,661
RUTA_ESC_VAL,9.31912,-70.62323,662
RUTA_ESC_VAL,9.31904,-70.62316,663
RUTA_ESC_VAL,9.31886,-70.62306,664
RUTA_ESC_VAL,9.31876,-70.623,665
RUTA_ESC_VAL,9.31814,-70.6226,666
RUTA_ESC_VAL,9.3179,-70.62243,667
RUTA_ESC_VAL,9.31773,-70.62224,668
RUTA_ESC_VAL,9.31757,-70.62192,669
RUTA_ESC_VAL,9.31756,-70.62191,670
RUTA_ESC_VAL,9.31734,-70.62123,671
RUTA_ESC_VAL,9.31727,-70.62089,672
RUTA_ESC_VAL,9.3172,-70.62073,673
RUTA_ESC_VAL,9.31714,-70.62061,674
RUTA_ESC_VAL,9.31705,-70.62046,675
RUTA_ESC_VAL,9.31688,-70.62032,676
RUTA_ESC_VAL,9.31658,-70.62018,677
RUTA_ESC_VAL,9.31626,-70.62021,678
RUTA_ESC_VAL,9.31622,-70.62021,679
RUTA_ESC_VAL,9.31559,-70.62033,680
RUTA_ESC_VAL,9.31526,-70.62044,681
RUTA_ESC_VAL,9.31499,-70.62055,682
RUTA_ESC_VAL,9.31481,-70.62066,683
RUTA_ESC_VAL,9.31444,-70.62086,684
RUTA_ESC_VAL,9.31395,-70.62122,685
RUTA_ESC_VAL,9.31376,-70.6213,686
RUTA_ESC_VAL,9.31355,-70.62133,687
RUTA_ESC_VAL,9.31328,-70.62132,688
RUTA_ESC_VAL,9.31311,-70.62126,689
RUTA_ESC_VAL,9.31266,-70.62101,690
RUTA_ESC_VAL,9.31254,-70.62096,691
RUTA_ESC_VAL,9.31175,-70.62053,692
RUTA_ESC_VAL,9.3115,-70.6204,693
RUTA_ESC_VAL,9.31077,-70.62001,694
RUTA_ESC_VAL,9.31057,-70.6199,695
RUTA_ESC_VAL,9.31042,-70.61981,696
RUTA_ESC_VAL,9.3103,-70.61969,697
RUTA_ESC_VAL,9.31023,-70.61963,698
RUTA_ESC_VAL,9.31013,-70.61944,699
RUTA_ESC_VAL,9.31009,-70.61931,700
RUTA_ESC_VAL,9.31008,-70.61929,701
RUTA_ESC_VAL,9.31005,-70.61918,702
RUTA_ESC_VAL,9.30998,-70.61897,703
RUTA_ESC_VAL,9.30999,-70.61889,704
RUTA_ESC_VAL,9.30999,-70.61871,705
RUTA_ESC_VAL,9.31001,-70.61854,706
RUTA_ESC_VAL,9.31006,-70.61833,707
RUTA_ESC_VAL,9.31017,-70.61809,708
RUTA_ESC_VAL,9.31031,-70.6178,709
RUTA_ESC_VAL,9.31065,-70.61715,710
RUTA_ESC_VAL,9.3107,-70.61705,711
RUTA_ESC_VAL,9.31081,-70.61684,712
RUTA_ESC_VAL,9.31086,-70.61674,713
RUTA_ESC_VAL,9.31094,-70.61649,714
RUTA_ESC_VAL,9.31098,-70.61589,715
RUTA_ESC_VAL,9.31103,-70.61488,716
RUTA_ESC_VAL,9.31105,-70.6148,717
RUTA_ESC_VAL,9.31126,-70.61385,718
RUTA_ESC_VAL,9.31127,-70.61383,719
RUTA_ESC_VAL,9.31133,-70.61356,720
RUTA_ESC_VAL,9.31132,-70.61356,721
RUTA_ESC_VAL,9.3113,-70.61355,722
RUTA_ESC_VAL,9.31129,-70.61354,723
RUTA_ESC_VAL,9.31128,-70.61354,724
RUTA_ESC_VAL,9.31127,-70.61353,725
RUTA_ESC_VAL,9.31126,-70.61352,726
RUTA_ESC_VAL,9.31125,-70.61352,727
RUTA_ESC_VAL,9.31124,-70.61351,728
RUTA_ESC_VAL,9.31123,-70.6135,729
RUTA_ESC_VAL,9.31121,-70.6135,730
RUTA_ESC_VAL,9.3112,-70.61349,731
RUTA_ESC_VAL,9.31119,-70.61349,732
RUTA_ESC_VAL,9.31118,-70.61348,733
RUTA_ESC_VAL,9.31117,-70.61348,734
RUTA_ESC_VAL,9.31115,-70.61347,735
RUTA_ESC_VAL,9.31114,-70.61347,736
RUTA_ESC_VAL,9.31113,-70.61347,737
RUTA_ESC_VAL,9.31111,-70.61346,738
RUTA_ESC_VAL,9.3111,-70.61346,739
RUTA_ESC_VAL,9.31109,-70.61346,740
RUTA_ESC_VAL,9.31108,-70.61346,741
RUTA_ESC_VAL,9.31106,-70.61345,742
RUTA_ESC_VAL,9.31105,-70.61345,743
RUTA_ESC_VAL,9.31104,-70.61345,744
RUTA_ESC_VAL,9.31102,-70.61345,745
RUTA_ESC_VAL,9.31101,-70.61344,746
RUTA_ESC_VAL,9.311,-70.61344,747
RUTA_ESC_VAL,9.31098,-70.61344,748
RUTA_ESC_VAL,9.31097,-70.61343,749
RUTA_ESC_VAL,9.31096,-70.61343,750
RUTA_ESC_VAL,9.31095,-70.61343,751
RUTA_ESC_VAL,9.31093,-70.61342,752
RUTA_ESC_VAL,9.31092,-70.61342,753
RUTA_ESC_VAL,9.31091,-70.61342,754
RUTA_ESC_VAL,9.3109,-70.61341,755
RUTA_ESC_VAL,9.31088,-70.61341,756
RUTA_ESC_VAL,9.31087,-70.6134,757
RUTA_ESC_VAL,9.31086,-70.61339,758
RUTA_ESC_VAL,9.31085,-70.61338,759
RUTA_ESC_VAL,9.31084,-70.61337,760
RUTA_ESC_VAL,9.31083,-70.61336,761
RUTA_ESC_VAL,9.31083,-70.61335,762
RUTA_ESC_VAL,9.31082,-70.61334,763
RUTA_ESC_VAL,9.31081,-70.61333,764
RUTA_ESC_VAL,9.31081,-70.61332,765
RUTA_ESC_VAL,9.3108,-70.61331,766
RUTA_ESC_VAL,9.31079,-70.61329,767
RUTA_ESC_VAL,9.31079,-70.61328,768
RUTA_ESC_VAL,9.31078,-70.61327,769
RUTA_ESC_VAL,9.31078,-70.61326,770
RUTA_ESC_VAL,9.31077,-70.61325,771
RUTA_ESC_VAL,9.31076,-70.61324,772
RUTA_ESC_VAL,9.31076,-70.61322,773
RUTA_ESC_VAL,9.31075,-70.61321,774
RUTA_ESC_VAL,9.31074,-70.6132,775
RUTA_ESC_VAL,9.31074,-70.61319,776
RUTA_ESC_VAL,9.31073,-70.61318,777
RUTA_ESC_VAL,9.31072,-70.61317,778
RUTA_ESC_VAL,9.31072,-70.61315,779
RUTA_ESC_VAL,9.31071,-70.61314,780
RUTA_ESC_VAL,9.3107,-70.61313,781
RUTA_ESC_VAL,9.3107,-70.61312,782
RUTA_ESC_VAL,9.31069,-70.61311,783
RUTA_ESC_VAL,9.31068,-70.6131,784
RUTA_ESC_VAL,9.31068,-70.61308,785
RUTA_ESC_VAL,9.31067,-70.61307,786
RUTA_ESC_VAL,9.31067,-70.61306,787
RUTA_ESC_VAL,9.31066,-70.61305,788
RUTA_ESC_VAL,9.31065,-70.61304,789
RUTA_ESC_VAL,9.31065,-70.61302,790
RUTA_ESC_VAL,9.31064,-70.61301,791
RUTA_ESC_VAL,9.31064,-70.613,792
RUTA_ESC_VAL,9.31063,-70.61299,793
RUTA_ESC_VAL,9.31062,-70.61298,794
RUTA_ESC_VAL,9.31062,-70.61296,795
RUTA_ESC_VAL,9.31061,-70.61295,796
RUTA_ESC_VAL,9.31061,-70.61294,797
RUTA_ESC_VAL,9.3106,-70.61293,798
RUTA_ESC_VAL,9.3106,-70.61292,799
RUTA_ESC_VAL,9.31059,-70.61291,800
RUTA_ESC_VAL,9.31058,-70.61289,801
RUTA_ESC_VAL,9.31058,-70.61288,802
RUTA_ESC_VAL,9.31057,-70.61287,803
RUTA_ESC_VAL,9.31057,-70.61286,804
RUTA_ESC_VAL,9.31056,-70.61285,805
RUTA_ESC_VAL,9.31055,-70.61283,806
RUTA_ESC_VAL,9.31055,-70.61282,807
RUTA_ESC_VAL,9.31054,-70.61281,808
RUTA_ESC_VAL,9.31054,-70.6128,809
RUTA_ESC_VAL,9.31053,-70.61279,810
RUTA_ESC_VAL,9.31053,-70.61277,811
RUTA_ESC_VAL,9.31052,-70.61276,812
RUTA_ESC_VAL,9.31051,-70.61275,813
RUTA_ESC_VAL,9.31051,-70.61274,814
RUTA_ESC_VAL,9.3105,-70.61273,815
RUTA_ESC_VAL,9.3105,-70.61271,816
RUTA_ESC_VAL,9.31049,-70.6127,817
RUTA_ESC_VAL,9.31048,-70.61269,818
RUTA_ESC_VAL,9.31048,-70.61268,819
RUTA_ESC_VAL,9.31047,-70.61267,820
RUTA_ESC_VAL,9.3108,-70.61243,821
RUTA_ESC_VAL,9.31107,-70.61229,822
RUTA_ESC_VAL,9.3117,-70.61192,823
RUTA_ESC_VAL,9.31227,-70.61159,824
RUTA_ESC_VAL,9.31278,-70.61127,825
RUTA_ESC_VAL,9.3127825,-70.6112737,826
